name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,genre,related_artists
Roll With It,(What's the Story) Morning Glory?,Oasis,1995-10-02,239826,0,0.00346,0.24,0.982,5.3e-05,0.324,-1.791,0.116,126.594,4,beatlesque,"['Liam Gallagher', 'The Verve', ""Noel Gallagher's High Flying Birds"", 'Blur', 'The Stone Roses']"
Wonderwall,(What's the Story) Morning Glory?,Oasis,1995-10-02,258906,0,0.00221,0.408,0.843,0.0,0.134,-5.612,0.0369,174.452,4,beatlesque,"['Liam Gallagher', 'The Verve', ""Noel Gallagher's High Flying Birds"", 'Blur', 'The Stone Roses']"
Don't Look Back In Anger,(What's the Story) Morning Glory?,Oasis,1995-10-02,287826,0,0.0331,0.347,0.916,3.7e-06,0.117,-3.588,0.0697,163.999,4,beatlesque,"['Liam Gallagher', 'The Verve', ""Noel Gallagher's High Flying Birds"", 'Blur', 'The Stone Roses']"
Hey Now,(What's the Story) Morning Glory?,Oasis,1995-10-02,341573,0,6.25e-05,0.169,0.946,0.00113,0.299,-1.647,0.0601,202.469,4,beatlesque,"['Liam Gallagher', 'The Verve', ""Noel Gallagher's High Flying Birds"", 'Blur', 'The Stone Roses']"
The Swamp Song - Version 1,(What's the Story) Morning Glory?,Oasis,1995-10-02,44600,0,1.44e-05,0.269,0.778,0.776,0.513,-6.216,0.0532,142.708,4,beatlesque,"['Liam Gallagher', 'The Verve', ""Noel Gallagher's High Flying Birds"", 'Blur', 'The Stone Roses']"
Some Might Say,(What's the Story) Morning Glory?,Oasis,1995-10-02,328533,0,0.0372,0.239,0.955,0.133,0.131,-2.351,0.0835,110.269,4,beatlesque,"['Liam Gallagher', 'The Verve', ""Noel Gallagher's High Flying Birds"", 'Blur', 'The Stone Roses']"
Cast No Shadow,(What's the Story) Morning Glory?,Oasis,1995-10-02,291600,0,0.00252,0.441,0.791,0.0,0.179,-5.224,0.0298,159.943,4,beatlesque,"['Liam Gallagher', 'The Verve', ""Noel Gallagher's High Flying Birds"", 'Blur', 'The Stone Roses']"
She's Electric,(What's the Story) Morning Glory?,Oasis,1995-10-02,220533,0,0.174,0.531,0.913,0.0,0.547,-3.099,0.0443,125.541,4,beatlesque,"['Liam Gallagher', 'The Verve', ""Noel Gallagher's High Flying Birds"", 'Blur', 'The Stone Roses']"
Morning Glory,(What's the Story) Morning Glory?,Oasis,1995-10-02,303533,0,0.00844,0.335,0.985,0.000205,0.482,-1.583,0.0909,136.987,4,beatlesque,"['Liam Gallagher', 'The Verve', ""Noel Gallagher's High Flying Birds"", 'Blur', 'The Stone Roses']"
The Swamp Song - Version 2,(What's the Story) Morning Glory?,Oasis,1995-10-02,40360,0,0.362,0.137,0.995,0.995,0.737,-11.182,0.117,141.68,4,beatlesque,"['Liam Gallagher', 'The Verve', ""Noel Gallagher's High Flying Birds"", 'Blur', 'The Stone Roses']"
Champagne Supernova,(What's the Story) Morning Glory?,Oasis,1995-10-02,450506,0,0.209,0.302,0.855,0.00281,0.354,-2.262,0.037,150.426,4,beatlesque,"['Liam Gallagher', 'The Verve', ""Noel Gallagher's High Flying Birds"", 'Blur', 'The Stone Roses']"
Timeless,Timeless,Goldie,1995-01-01,1262400,28,0.00425,0.515,0.676,0.274,0.105,-10.965,0.0805,154.962,4,atmospheric dnb,"['Grooverider', 'Roni Size', 'Doc Scott', 'Dillinja', 'Adam F']"
Saint Angel,Timeless,Goldie,1995-01-01,437706,21,0.000113,0.616,0.922,0.333,0.345,-10.119,0.082,159.952,4,atmospheric dnb,"['Grooverider', 'Roni Size', 'Doc Scott', 'Dillinja', 'Adam F']"
State of Mind,Timeless,Goldie,1995-01-01,425093,26,0.0521,0.62,0.655,0.0851,0.271,-9.634,0.0333,99.916,4,atmospheric dnb,"['Grooverider', 'Roni Size', 'Doc Scott', 'Dillinja', 'Adam F']"
This Is a Bad,Timeless,Goldie,1995-01-01,370573,19,0.00714,0.513,0.71,0.306,0.314,-7.869,0.188,81.084,4,atmospheric dnb,"['Grooverider', 'Roni Size', 'Doc Scott', 'Dillinja', 'Adam F']"
Sea of Tears,Timeless,Goldie,1995-01-01,720866,20,0.284,0.427,0.892,0.848,0.647,-8.417,0.079,160.008,4,atmospheric dnb,"['Grooverider', 'Roni Size', 'Doc Scott', 'Dillinja', 'Adam F']"
Jah the Seventh Seal,Timeless,Goldie,1995-01-01,384253,17,0.0308,0.634,0.81,0.372,0.356,-9.053,0.457,159.932,4,atmospheric dnb,"['Grooverider', 'Roni Size', 'Doc Scott', 'Dillinja', 'Adam F']"
A Sense of Rage - Sensual Vip Mix,Timeless,Goldie,1995-01-01,425400,23,0.172,0.362,0.695,0.628,0.111,-10.299,0.0962,164.839,4,atmospheric dnb,"['Grooverider', 'Roni Size', 'Doc Scott', 'Dillinja', 'Adam F']"
Still Life,Timeless,Goldie,1995-01-01,650640,19,8.23e-05,0.668,0.844,0.683,0.266,-6.633,0.102,154.975,4,atmospheric dnb,"['Grooverider', 'Roni Size', 'Doc Scott', 'Dillinja', 'Adam F']"
Angel,Timeless,Goldie,1995-01-01,298293,32,0.0233,0.671,0.949,0.0332,0.076,-7.276,0.216,149.983,4,atmospheric dnb,"['Grooverider', 'Roni Size', 'Doc Scott', 'Dillinja', 'Adam F']"
Adrift,Timeless,Goldie,1995-01-01,507373,14,0.723,0.093,0.299,0.000839,0.278,-14.134,0.0363,77.724,4,atmospheric dnb,"['Grooverider', 'Roni Size', 'Doc Scott', 'Dillinja', 'Adam F']"
Kemistry,Timeless,Goldie,1995-01-01,410400,21,0.000269,0.295,0.802,0.256,0.0662,-9.207,0.0995,165.77,4,atmospheric dnb,"['Grooverider', 'Roni Size', 'Doc Scott', 'Dillinja', 'Adam F']"
You & Me,Timeless,Goldie,1995-01-01,425733,16,0.0491,0.325,0.652,0.712,0.198,-7.015,0.0536,151.563,4,atmospheric dnb,"['Grooverider', 'Roni Size', 'Doc Scott', 'Dillinja', 'Adam F']"
Inner City Life - Baby Boy's Edit,Timeless,Goldie,1995-01-01,217360,25,0.0576,0.313,0.605,0.00108,0.309,-10.38,0.0404,95.967,4,atmospheric dnb,"['Grooverider', 'Roni Size', 'Doc Scott', 'Dillinja', 'Adam F']"
Inner City Life - Rabbit's Short Attention Span Edit,Timeless,Goldie,1995-01-01,260720,12,0.153,0.596,0.614,0.00118,0.373,-9.108,0.03,135.835,4,atmospheric dnb,"['Grooverider', 'Roni Size', 'Doc Scott', 'Dillinja', 'Adam F']"
All I Really Want - 2015 Remaster,Jagged Little Pill - 2015 Remaster,Alanis Morissette,1995,284093,55,0.0117,0.562,0.896,0.0,0.322,-7.974,0.203,93.378,4,canadian pop,"['Sheryl Crow', 'Natalie Imbruglia', 'Jewel', 'No Doubt', 'Dido']"
You Oughta Know - 2015 Remaster,Jagged Little Pill - 2015 Remaster,Alanis Morissette,1995,249493,67,0.21,0.665,0.834,0.0,0.452,-7.737,0.0576,105.292,4,canadian pop,"['Sheryl Crow', 'Natalie Imbruglia', 'Jewel', 'No Doubt', 'Dido']"
Perfect - 2015 Remaster,Jagged Little Pill - 2015 Remaster,Alanis Morissette,1995,187506,46,0.562,0.385,0.335,0.0,0.121,-8.46,0.0315,170.386,4,canadian pop,"['Sheryl Crow', 'Natalie Imbruglia', 'Jewel', 'No Doubt', 'Dido']"
Hand in My Pocket - 2015 Remaster,Jagged Little Pill - 2015 Remaster,Alanis Morissette,1995,222013,68,0.135,0.657,0.655,0.00303,0.102,-8.3,0.0248,92.259,4,canadian pop,"['Sheryl Crow', 'Natalie Imbruglia', 'Jewel', 'No Doubt', 'Dido']"
Right Through You - 2015 Remaster,Jagged Little Pill - 2015 Remaster,Alanis Morissette,1995,176133,51,0.16,0.552,0.748,0.0,0.121,-6.181,0.0593,81.578,4,canadian pop,"['Sheryl Crow', 'Natalie Imbruglia', 'Jewel', 'No Doubt', 'Dido']"
Forgiven - 2015 Remaster,Jagged Little Pill - 2015 Remaster,Alanis Morissette,1995,300426,45,0.0677,0.412,0.749,0.0,0.124,-5.816,0.048,160.118,4,canadian pop,"['Sheryl Crow', 'Natalie Imbruglia', 'Jewel', 'No Doubt', 'Dido']"
You Learn - 2015 Remaster,Jagged Little Pill - 2015 Remaster,Alanis Morissette,1995,239640,61,0.00415,0.401,0.706,0.0,0.0916,-7.554,0.0404,168.669,4,canadian pop,"['Sheryl Crow', 'Natalie Imbruglia', 'Jewel', 'No Doubt', 'Dido']"
Head over Feet - 2015 Remaster,Jagged Little Pill - 2015 Remaster,Alanis Morissette,1995,267293,63,0.0562,0.482,0.808,0.0,0.202,-7.176,0.065,79.599,4,canadian pop,"['Sheryl Crow', 'Natalie Imbruglia', 'Jewel', 'No Doubt', 'Dido']"
Mary Jane - 2015 Remaster,Jagged Little Pill - 2015 Remaster,Alanis Morissette,1995,280760,44,0.47,0.251,0.5,9.37e-06,0.0831,-8.819,0.0336,99.371,3,canadian pop,"['Sheryl Crow', 'Natalie Imbruglia', 'Jewel', 'No Doubt', 'Dido']"
Ironic - 2015 Remaster,Jagged Little Pill - 2015 Remaster,Alanis Morissette,1995,230000,73,0.218,0.408,0.582,0.0,0.159,-8.305,0.0508,114.926,5,canadian pop,"['Sheryl Crow', 'Natalie Imbruglia', 'Jewel', 'No Doubt', 'Dido']"
Not the Doctor - 2015 Remaster,Jagged Little Pill - 2015 Remaster,Alanis Morissette,1995,226266,46,0.0538,0.645,0.674,0.0,0.0733,-8.197,0.077,89.301,4,canadian pop,"['Sheryl Crow', 'Natalie Imbruglia', 'Jewel', 'No Doubt', 'Dido']"
Wake Up - 2015 Remaster,Jagged Little Pill - 2015 Remaster,Alanis Morissette,1995,295893,42,0.00706,0.534,0.855,0.0,0.122,-7.102,0.0526,95.274,4,canadian pop,"['Sheryl Crow', 'Natalie Imbruglia', 'Jewel', 'No Doubt', 'Dido']"
You Oughta Know (Jimmy the Saint Blend) / Your House - A Capella; 2015 Remaster,Jagged Little Pill - 2015 Remaster,Alanis Morissette,1995,491013,41,0.405,0.426,0.501,0.0,0.271,-9.059,0.368,100.588,4,canadian pop,"['Sheryl Crow', 'Natalie Imbruglia', 'Jewel', 'No Doubt', 'Dido']"
Halo of Ashes,Dust,Screaming Trees,1996-06-20,244826,22,8.06e-06,0.405,0.884,0.0692,0.192,-6.148,0.0822,131.786,4,alternative rock,"['Green River', 'Mother Love Bone', 'Mudhoney', 'Tad', 'Mark Lanegan']"
All I Know,Dust,Screaming Trees,1996-06-20,235040,35,0.00174,0.298,0.923,0.000259,0.0754,-5.63,0.0584,174.774,4,alternative rock,"['Green River', 'Mother Love Bone', 'Mudhoney', 'Tad', 'Mark Lanegan']"
Look At You,Dust,Screaming Trees,1996-06-20,282000,29,0.00485,0.417,0.68,0.021,0.151,-5.807,0.0373,169.958,4,alternative rock,"['Green River', 'Mother Love Bone', 'Mudhoney', 'Tad', 'Mark Lanegan']"
Dying Days,Dust,Screaming Trees,1996-06-20,290066,29,0.00049,0.456,0.84,0.000275,0.0781,-5.632,0.0345,84.384,4,alternative rock,"['Green River', 'Mother Love Bone', 'Mudhoney', 'Tad', 'Mark Lanegan']"
Make My Mind,Dust,Screaming Trees,1996-06-20,250293,21,0.000164,0.504,0.903,0.037,0.295,-4.432,0.0408,108.802,4,alternative rock,"['Green River', 'Mother Love Bone', 'Mudhoney', 'Tad', 'Mark Lanegan']"
Sworn and Broken,Dust,Screaming Trees,1996-06-20,212973,24,0.0105,0.349,0.803,0.00041,0.0982,-6.459,0.0407,168.504,4,alternative rock,"['Green River', 'Mother Love Bone', 'Mudhoney', 'Tad', 'Mark Lanegan']"
Witness,Dust,Screaming Trees,1996-06-20,218293,26,3.6e-05,0.434,0.947,0.0,0.207,-4.379,0.0852,134.334,4,alternative rock,"['Green River', 'Mother Love Bone', 'Mudhoney', 'Tad', 'Mark Lanegan']"
Traveler,Dust,Screaming Trees,1996-06-20,322466,18,0.583,0.405,0.441,0.694,0.248,-9.043,0.0252,76.947,4,alternative rock,"['Green River', 'Mother Love Bone', 'Mudhoney', 'Tad', 'Mark Lanegan']"
Dime Western,Dust,Screaming Trees,1996-06-20,218773,16,0.000567,0.48,0.862,0.811,0.115,-6.878,0.0463,105.638,4,alternative rock,"['Green River', 'Mother Love Bone', 'Mudhoney', 'Tad', 'Mark Lanegan']"
Gospel Plow,Dust,Screaming Trees,1996-06-20,377560,18,0.0108,0.266,0.809,0.0223,0.17,-6.956,0.0717,167.083,4,alternative rock,"['Green River', 'Mother Love Bone', 'Mudhoney', 'Tad', 'Mark Lanegan']"
God! Show Me Magic,Fuzzy Logic,Super Furry Animals,1996-05-20,109960,0,0.00102,0.384,0.935,2.28e-05,0.407,-5.236,0.0597,77.684,4,britpop,"['Gruff Rhys', ""Gorky's Zygotic Mynci"", 'Neon Neon', 'Badly Drawn Boy', 'The Bluetones']"
Fuzzy Birds,Fuzzy Logic,Super Furry Animals,1996-05-20,147693,0,0.0496,0.441,0.426,0.0,0.168,-9.351,0.0275,77.53,4,britpop,"['Gruff Rhys', ""Gorky's Zygotic Mynci"", 'Neon Neon', 'Badly Drawn Boy', 'The Bluetones']"
Something 4 the Weekend,Fuzzy Logic,Super Furry Animals,1996-05-20,170240,0,0.122,0.474,0.78,0.000342,0.168,-5.323,0.0323,165.646,4,britpop,"['Gruff Rhys', ""Gorky's Zygotic Mynci"", 'Neon Neon', 'Badly Drawn Boy', 'The Bluetones']"
Frisbee,Fuzzy Logic,Super Furry Animals,1996-05-20,140426,0,0.0981,0.398,0.986,0.0171,0.702,-3.452,0.0941,126.464,4,britpop,"['Gruff Rhys', ""Gorky's Zygotic Mynci"", 'Neon Neon', 'Badly Drawn Boy', 'The Bluetones']"
Hometown Unicorn,Fuzzy Logic,Super Furry Animals,1996-05-20,213333,0,0.267,0.377,0.686,0.00152,0.187,-5.796,0.0298,81.222,4,britpop,"['Gruff Rhys', ""Gorky's Zygotic Mynci"", 'Neon Neon', 'Badly Drawn Boy', 'The Bluetones']"
Gathering Moss,Fuzzy Logic,Super Furry Animals,1996-05-20,202773,0,0.382,0.529,0.322,0.0,0.166,-12.437,0.0255,79.883,3,britpop,"['Gruff Rhys', ""Gorky's Zygotic Mynci"", 'Neon Neon', 'Badly Drawn Boy', 'The Bluetones']"
If You Don't Want Me to Destroy You,Fuzzy Logic,Super Furry Animals,1996-05-20,196840,0,0.0382,0.272,0.537,0.0,0.205,-7.439,0.0293,144.836,4,britpop,"['Gruff Rhys', ""Gorky's Zygotic Mynci"", 'Neon Neon', 'Badly Drawn Boy', 'The Bluetones']"
Bad Behaviour,Fuzzy Logic,Super Furry Animals,1996-05-20,265933,0,0.00104,0.263,0.993,0.176,0.914,-3.803,0.138,149.089,4,britpop,"['Gruff Rhys', ""Gorky's Zygotic Mynci"", 'Neon Neon', 'Badly Drawn Boy', 'The Bluetones']"
Mario Man,Fuzzy Logic,Super Furry Animals,1996-05-20,247200,0,0.013,0.23,0.667,2.79e-05,0.107,-9.303,0.0596,174.054,4,britpop,"['Gruff Rhys', ""Gorky's Zygotic Mynci"", 'Neon Neon', 'Badly Drawn Boy', 'The Bluetones']"
Hangin' with Howard Marks,Fuzzy Logic,Super Furry Animals,1996-05-20,260000,0,0.000531,0.183,0.903,0.122,0.251,-5.666,0.0571,186.448,4,britpop,"['Gruff Rhys', ""Gorky's Zygotic Mynci"", 'Neon Neon', 'Badly Drawn Boy', 'The Bluetones']"
Long Gone,Fuzzy Logic,Super Furry Animals,1996-05-20,319933,0,0.267,0.25,0.308,0.0471,0.185,-11.821,0.0339,71.348,4,britpop,"['Gruff Rhys', ""Gorky's Zygotic Mynci"", 'Neon Neon', 'Badly Drawn Boy', 'The Bluetones']"
For Now and Ever,Fuzzy Logic,Super Furry Animals,1996-05-20,212800,0,0.0623,0.429,0.898,1.38e-06,0.0988,-5.978,0.0426,110.411,4,britpop,"['Gruff Rhys', ""Gorky's Zygotic Mynci"", 'Neon Neon', 'Badly Drawn Boy', 'The Bluetones']"
Song for Lindy,Better Living Through Chemistry,Fatboy Slim,1996-09-16,293920,0,0.00324,0.648,0.994,0.863,0.327,-12.162,0.0491,124.977,4,big beat,"['Basement Jaxx', 'The Chemical Brothers', 'Groove Armada', 'Faithless', 'The Prodigy']"
Santa Cruz - Extended,Better Living Through Chemistry,Fatboy Slim,1996-09-16,449800,0,0.000545,0.467,0.657,0.916,0.118,-11.65,0.0387,117.684,4,big beat,"['Basement Jaxx', 'The Chemical Brothers', 'Groove Armada', 'Faithless', 'The Prodigy']"
The Weekend Starts Here,Better Living Through Chemistry,Fatboy Slim,1996-09-16,405559,0,0.0189,0.466,0.504,0.718,0.0997,-13.162,0.0299,80.797,4,big beat,"['Basement Jaxx', 'The Chemical Brothers', 'Groove Armada', 'Faithless', 'The Prodigy']"
Going Out of My Head,Better Living Through Chemistry,Fatboy Slim,1996-09-16,314933,0,0.000165,0.585,0.874,0.422,0.153,-9.889,0.0551,132.625,4,big beat,"['Basement Jaxx', 'The Chemical Brothers', 'Groove Armada', 'Faithless', 'The Prodigy']"
Everybody Needs A 303,Better Living Through Chemistry,Fatboy Slim,1996-09-16,348826,0,0.0474,0.604,0.899,0.374,0.917,-10.047,0.0393,127.66,4,big beat,"['Basement Jaxx', 'The Chemical Brothers', 'Groove Armada', 'Faithless', 'The Prodigy']"
Give The Po'Man A Break,Better Living Through Chemistry,Fatboy Slim,1996-09-16,352693,0,0.139,0.754,0.937,0.12,0.0943,-7.936,0.0762,129.648,4,big beat,"['Basement Jaxx', 'The Chemical Brothers', 'Groove Armada', 'Faithless', 'The Prodigy']"
10th and Crenshaw,Better Living Through Chemistry,Fatboy Slim,1996-09-16,259293,0,0.000947,0.672,0.876,0.718,0.383,-10.079,0.0805,128.143,4,big beat,"['Basement Jaxx', 'The Chemical Brothers', 'Groove Armada', 'Faithless', 'The Prodigy']"
First Down,Better Living Through Chemistry,Fatboy Slim,1996-09-16,377706,0,0.000986,0.661,0.758,0.803,0.223,-12.785,0.0499,125.676,4,big beat,"['Basement Jaxx', 'The Chemical Brothers', 'Groove Armada', 'Faithless', 'The Prodigy']"
Punk to Funk,Better Living Through Chemistry,Fatboy Slim,1996-09-16,298493,0,0.0109,0.74,0.892,0.871,0.136,-9.896,0.0797,139.664,4,big beat,"['Basement Jaxx', 'The Chemical Brothers', 'Groove Armada', 'Faithless', 'The Prodigy']"
The Sound of Milwaukee,Better Living Through Chemistry,Fatboy Slim,1996-09-16,380946,0,0.0139,0.724,0.903,0.682,0.743,-12.386,0.0639,131.662,4,big beat,"['Basement Jaxx', 'The Chemical Brothers', 'Groove Armada', 'Faithless', 'The Prodigy']"
Intro,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,75200,16,0.375,0.734,0.392,0.414,0.834,-13.672,0.101,85.971,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
3000,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,200333,24,0.0284,0.756,0.488,0.0,0.114,-9.543,0.217,98.086,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
I Got To Tell You,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,48533,19,0.0853,0.656,0.469,6.64e-06,0.0795,-16.963,0.281,82.627,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
Earth People,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,298026,25,0.0669,0.818,0.603,0.0,0.681,-11.358,0.309,94.044,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
No Awareness,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,265800,19,0.176,0.932,0.53,0.00164,0.101,-9.913,0.298,99.066,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
Real Raw,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,335706,21,0.0218,0.698,0.629,0.00808,0.102,-8.612,0.177,168.051,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
General Hospital,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,26333,0,0.621,0.651,0.321,0.0,0.477,-16.847,0.339,92.799,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
Blue Flowers,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,197400,37,0.0278,0.623,0.671,2.84e-06,0.681,-9.781,0.111,86.051,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
Technical Difficulties,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,177933,16,0.539,0.501,0.6,6.41e-05,0.128,-10.635,0.296,79.158,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
A Visit To The Gynecologyst,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,140626,15,0.0795,0.85,0.779,0.5,0.244,-9.405,0.156,99.968,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
Bear Witness,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,180373,24,0.00289,0.732,0.894,0.029,0.0634,-9.449,0.177,91.119,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
Dr Octagon,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,277693,15,0.545,0.576,0.362,0.0,0.885,-13.896,0.46,88.208,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
Girl Let Me Touch You,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,220200,15,0.0344,0.711,0.525,0.0462,0.0822,-11.366,0.193,89.02,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
I'm Destructive,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,206000,15,0.136,0.799,0.783,0.0693,0.245,-11.724,0.141,110.035,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
Wild And Crazy,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,266933,15,0.0462,0.869,0.729,1.02e-05,0.0748,-12.439,0.234,89.537,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
Halfsharkalligatorhalfman,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,269800,24,0.0222,0.779,0.677,3.24e-06,0.334,-8.117,0.362,172.016,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
Elective Surgery,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,52240,10,0.667,0.455,0.0909,0.0,0.451,-27.966,0.223,85.846,5,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
Blue Flowers - Revisited,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,255893,13,0.0615,0.46,0.611,0.0996,0.697,-11.263,0.0441,172.032,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
Waiting List - DJ Shadow/Automator Mix,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,309133,15,0.0417,0.716,0.659,0.000501,0.101,-10.195,0.206,166.236,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
1977,Dr. Octagonecologyst,Dr. Octagon,1996-05-07,144173,11,0.083,0.847,0.714,9.25e-06,0.34,-11.368,0.417,97.973,4,abstract hip hop,"['Kool Keith', 'Dr. Dooom', 'Dan The Automator', 'Prince Paul', 'Company Flow']"
Metronomic Underground,Emperor Tomato Ketchup,Stereolab,1996-03-18,474506,0,0.00257,0.375,0.737,0.611,0.127,-8.53,0.0428,178.181,4,alternative rock,"['Broadcast', 'Galaxie 500', 'Yo La Tengo', 'Tortoise', 'Spiritualized']"
Cybele's Reverie,Emperor Tomato Ketchup,Stereolab,1996-03-18,280706,0,0.00976,0.321,0.788,0.395,0.29,-7.772,0.0289,126.355,4,alternative rock,"['Broadcast', 'Galaxie 500', 'Yo La Tengo', 'Tortoise', 'Spiritualized']"
Percolator,Emperor Tomato Ketchup,Stereolab,1996-03-18,227066,0,0.00167,0.515,0.68,0.0696,0.136,-8.424,0.0285,90.474,3,alternative rock,"['Broadcast', 'Galaxie 500', 'Yo La Tengo', 'Tortoise', 'Spiritualized']"
Les Yper-Sound,Emperor Tomato Ketchup,Stereolab,1996-03-18,245093,0,2.66e-05,0.703,0.58,0.838,0.17,-10.025,0.0489,154.653,4,alternative rock,"['Broadcast', 'Galaxie 500', 'Yo La Tengo', 'Tortoise', 'Spiritualized']"
Spark Plug,Emperor Tomato Ketchup,Stereolab,1996-03-18,149413,0,0.106,0.542,0.753,0.0106,0.0812,-7.988,0.0329,96.611,4,alternative rock,"['Broadcast', 'Galaxie 500', 'Yo La Tengo', 'Tortoise', 'Spiritualized']"
Olv 26,Emperor Tomato Ketchup,Stereolab,1996-03-18,342293,0,5.46e-05,0.44,0.343,0.697,0.232,-13.354,0.0314,130.065,4,alternative rock,"['Broadcast', 'Galaxie 500', 'Yo La Tengo', 'Tortoise', 'Spiritualized']"
The Noise Of Carpet,Emperor Tomato Ketchup,Stereolab,1996-03-18,185466,0,0.00156,0.333,0.955,2.77e-05,0.238,-6.685,0.061,162.54,4,alternative rock,"['Broadcast', 'Galaxie 500', 'Yo La Tengo', 'Tortoise', 'Spiritualized']"
Tomorrow Is Already Here,Emperor Tomato Ketchup,Stereolab,1996-03-18,296626,0,0.0391,0.653,0.502,0.017,0.0666,-9.538,0.0401,172.565,5,alternative rock,"['Broadcast', 'Galaxie 500', 'Yo La Tengo', 'Tortoise', 'Spiritualized']"
Emperor Tomato Ketchup,Emperor Tomato Ketchup,Stereolab,1996-03-18,277333,0,0.0438,0.687,0.91,0.00734,0.184,-10.968,0.0528,151.052,4,alternative rock,"['Broadcast', 'Galaxie 500', 'Yo La Tengo', 'Tortoise', 'Spiritualized']"
Monstre Sacre,Emperor Tomato Ketchup,Stereolab,1996-03-18,224293,0,0.786,0.477,0.291,0.445,0.101,-13.446,0.0309,106.095,3,alternative rock,"['Broadcast', 'Galaxie 500', 'Yo La Tengo', 'Tortoise', 'Spiritualized']"
Motoroller Scalatron,Emperor Tomato Ketchup,Stereolab,1996-03-18,228453,0,0.00311,0.688,0.621,2.92e-05,0.0947,-8.571,0.214,136.62,1,alternative rock,"['Broadcast', 'Galaxie 500', 'Yo La Tengo', 'Tortoise', 'Spiritualized']"
